year,borough,zip,complaints,pop,complaints_norm,median_income,pct_below_poverty
2022,STATEN ISLAND,10308,36,30353,118.6044213,116082,7.055682685
2022,STATEN ISLAND,10309,63,35832,175.8204956,107500,11.30922899
2022,STATEN ISLAND,10310,155,25976,596.7046504,96161,13.42888644
2022,STATEN ISLAND,10312,69,63935,107.9221084,100875,6.605859591
2022,STATEN ISLAND,10314,197,93736,210.1647179,94578,9.004754258
2022,BRONX,10451,3834,50118,7649.946127,33945,33.64001175
2022,BRONX,10452,8794,79838,11014.80498,33877,35.88761632
2022,BRONX,10453,5924,80393,7368.800766,34860,34.21619294
2022,BRONX,10454,1775,38908,4562.043796,21846,45.9218739
2022,BRONX,10455,2421,42781,5659.054253,30741,35.34103235
2022,BRONX,10456,5204,90314,5762.11883,31166,38.78239485
2022,BRONX,10457,8986,79443,11311.25461,38066,33.50985126
2022,BRONX,10458,8505,86757,9803.243542,38768,31.17909935
2022,BRONX,10459,3831,51303,7467.399567,36631,29.34739013
2022,BRONX,10460,4142,59979,6905.750346,31504,36.18249534
2022,BRONX,10461,2204,52756,4177.723861,61087,16.17585412
2022,BRONX,10462,7668,78470,9771.887345,59032,17.58871427
2022,BRONX,10463,4259,73256,5813.858251,63048,17.07890467
2022,BRONX,10464,41,4417,928.2318316,118972,6.384065373
2022,BRONX,10465,414,46205,896.0069257,80245,16.64918882
2022,BRONX,10466,2761,75767,3644.066678,62918,19.38114656
2022,BRONX,10467,7653,102209,7487.598939,42639,25.81532417
2022,BRONX,10468,7663,82480,9290.737148,40138,30.36157582
2022,BRONX,10469,2383,75290,3165.094966,70415,17.19181868
2022,BRONX,10470,1035,16446,6293.323605,70107,10.66749844
2022,BRONX,10471,519,23387,2219.181597,96368,7.310038824
2022,BRONX,10472,3898,66720,5842.326139,36730,32.1128177
2022,BRONX,10473,1681,60296,2787.912963,48212,24.19729899
2022,BRONX,10474,758,11312,6700.848656,33157,39.35324747
2022,BRONX,10475,161,44509,361.724595,56327,11.82287188
2022,QUEENS,11001,10,26818,37.2883884,132344,3.49907919
2022,QUEENS,11004,10,16426,60.87909412,100174,7.468879668
2022,QUEENS,11040,1,42634,2.345545809,140368,4.242922238
2022,QUEENS,11101,540,33789,1598.153245,98920,13.32783557
2022,QUEENS,11102,804,27876,2884.201464,95478,13.20016307
2022,QUEENS,11103,819,35912,2280.574738,82597,10.16435707
2022,QUEENS,11104,1356,27575,4917.497733,81142,9.238031018
2022,QUEENS,11105,742,38311,1936.780559,93200,9.034653465
2022,QUEENS,11106,1821,40472,4499.406997,71972,11.35253772
2022,QUEENS,11109,6,6712,89.39213349,160898,1.383081377
2022,BROOKLYN,11201,538,68777,782.2382483,148282,10.39763222
2022,BROOKLYN,11203,2916,79499,3667.970666,61414,15.00586166
2022,BROOKLYN,11204,1143,82140,1391.526662,58850,18.40361804
2022,BROOKLYN,11205,563,50681,1110.869951,68607,22.12572374
2022,BROOKLYN,11206,1804,90903,1984.532964,49013,31.39557205
2022,BROOKLYN,11207,2698,97690,2761.797523,45616,28.07683257
2022,BROOKLYN,11208,2625,107724,2436.78289,49679,23.73699741
2022,BROOKLYN,11209,2712,72938,3718.226439,84145,11.27363184
2022,BROOKLYN,11210,2082,65854,3161.539162,77378,10.97605893
2022,BROOKLYN,11211,1154,65925,1750.474024,89091,17.41047466
2022,BROOKLYN,11212,3125,78296,3991.263922,30733,35.25352915
2022,BROOKLYN,11213,4083,69392,5883.963569,48896,21.8139321
2022,BROOKLYN,11214,2176,95361,2281.855266,58487,18.19901627
2022,BROOKLYN,11215,1007,73419,1371.579564,156930,5.429494812
2022,BROOKLYN,11216,2314,62210,3719.659219,84661,14.32620853
2022,BROOKLYN,11217,477,42107,1132.828271,133269,12.7797474
2022,BROOKLYN,11218,2155,76370,2821.78866,81857,11.95868401
2022,BROOKLYN,11219,1051,93119,1128.663323,44450,29.84166667
2022,BROOKLYN,11220,2162,93584,2310.22397,57046,22.21413759
2022,BROOKLYN,11221,2487,89728,2771.710057,66923,21.18696641
2022,BROOKLYN,11222,902,39669,2273.815826,110385,9.755312299
2022,BROOKLYN,11223,1150,83565,1376.174236,57281,20.90307088
2022,BROOKLYN,11224,475,48110,987.3207233,37241,32.1209283
2022,BROOKLYN,11225,4963,59465,8346.085933,68542,14.94575155
2022,BROOKLYN,11226,8280,99776,8298.588839,66173,14.77860375
2022,BROOKLYN,11228,314,45267,693.6620496,77189,10.77817242
2022,BROOKLYN,11229,1496,85538,1748.9303,69076,16.58563287
2022,BROOKLYN,11230,2870,91789,3126.736319,61017,20.32522892
2022,BROOKLYN,11231,492,40311,1220.510531,121638,17.21830565
2022,BROOKLYN,11232,558,28501,1957.826041,77031,14.41294667
2022,BROOKLYN,11233,2337,85633,2729.088085,52380,24.67726382
2022,BROOKLYN,11234,686,94254,727.8205699,86185,8.975340787
2022,BROOKLYN,11235,1695,84859,1997.431033,58669,19.27575478
2022,BROOKLYN,11236,1630,102238,1594.319138,73562,13.13448767
2022,BROOKLYN,11237,1318,50590,2605.257956,65908,18.7210962
2022,BROOKLYN,11238,1774,58597,3027.458744,114427,11.17305548
2022,BROOKLYN,11239,493,15917,3097.317334,33736,29.54748247
2022,BROOKLYN,11249,477,42421,1124.443082,105222,19.44216052
2022,QUEENS,11354,644,53375,1206.557377,52273,18.67647059
2022,QUEENS,11355,2043,80918,2524.77817,46963,21.55936612
2022,QUEENS,11356,186,27295,681.4434878,73318,8.736426456
2022,QUEENS,11357,61,44030,138.5419032,88580,8.876811594
2022,QUEENS,11358,335,38103,879.1958638,74854,9.696739955
2022,QUEENS,11360,60,20076,298.8643156,92851,7.28859669
2022,QUEENS,11361,220,30006,733.186696,93734,7.913669065
2022,QUEENS,11362,14,19217,72.85216215,100528,3.970325594
2022,QUEENS,11363,59,7424,794.7198276,98111,8.837689133
2022,QUEENS,11364,453,39015,1161.091888,90970,8.646807277
2022,QUEENS,11365,348,45439,765.8619248,73279,11.38120863
2022,QUEENS,11366,114,13922,818.8478667,100781,8.984628708
2022,QUEENS,11367,737,42362,1739.766772,71469,15.29379462
2022,QUEENS,11368,1571,116469,1348.856777,62254,16.92724196
2022,QUEENS,11369,436,31550,1381.933439,66132,12.79447178
2022,QUEENS,11370,131,29780,439.8925453,67241,8.10430781
2022,QUEENS,11372,1576,67252,2343.424731,62910,13.05436338
2022,QUEENS,11373,2091,102104,2047.911933,62072,10.91672498
2022,QUEENS,11374,924,47019,1965.163019,79221,12.07242452
2022,QUEENS,11375,1471,76091,1933.211549,96321,7.102933623
2022,QUEENS,11377,1471,85255,1725.411999,66325,9.620901323
2022,QUEENS,11378,217,39994,542.5813872,85464,9.126891735
2022,QUEENS,11379,375,39805,942.0927019,88672,7.827464535
2022,QUEENS,11385,1438,109111,1317.923949,77350,11.42780027
2022,QUEENS,11411,75,21605,347.1418653,108131,7.159317868
2022,QUEENS,11412,350,41782,837.6812982,93429,9.469565217
2022,QUEENS,11413,297,45661,650.4456757,104236,6.169606408
2022,QUEENS,11414,102,30915,329.9369238,86113,10.05557485
2022,QUEENS,11415,498,20351,2447.054199,80360,9.758951556
2022,QUEENS,11416,225,27098,830.3195808,76477,13.72761801
2022,QUEENS,11417,255,33236,767.2403418,78498,13.48026105
2022,QUEENS,11418,544,38938,1397.092814,77708,9.440950986
2022,QUEENS,11419,568,50107,1133.574151,84245,9.318606098
2022,QUEENS,11420,614,51831,1184.619243,89027,9.435632608
2022,QUEENS,11421,654,42704,1531.472462,76721,10.14045906
2022,QUEENS,11422,272,34063,798.5203887,95945,8.164066333
2022,QUEENS,11423,528,30983,1704.160346,69386,14.12011592
2022,QUEENS,11426,49,20959,233.78978,102818,5.866368286
2022,QUEENS,11427,260,25890,1004.248745,84000,8.557089084
2022,QUEENS,11428,131,21184,618.3912387,83417,8.732931089
2022,QUEENS,11429,126,28643,439.8980554,89318,12.15199398
2022,QUEENS,11432,1700,64858,2621.110734,66246,11.79800839
2022,QUEENS,11433,507,41396,1224.756015,68801,15.73646276
2022,QUEENS,11434,672,66424,1011.682524,66546,12.75152713
2022,QUEENS,11435,892,60842,1466.092502,71346,14.86238532
2022,QUEENS,11436,173,21248,814.1942771,78306,10.44087491
2022,QUEENS,11691,1619,70797,2286.820063,54877,24.7728537
2022,QUEENS,11692,470,24639,1907.544949,53498,18.40696951
2022,QUEENS,11693,146,14147,1032.020923,64688,14.83735971
2022,QUEENS,11694,445,22432,1983.773181,88643,12.63107722
